event_key,run_id,formation_date,action_date,selection_as_of,trace_version,priority,ts_code,name,opportunity_type,selection_reason,strongest_counterevidence,nearest_comparison,formal_reason_source,trace_log_text_match,trace_selection_reason,trace_strongest_counterevidence,trace_nearest_comparison,current_day_at_export,current_close_return_at_export,max_close_return_so_far_at_export,hit_20pct_close_within_20d_at_export,first_hit_day_at_export,terminal_return_20d_at_export,validation_mode,outcome_through_date,outcome_trading_day_count,outcome_data_status,outcome_close_return,outcome_max_close_return,outcome_max_high_return,outcome_mae,outcome_close_drawdown_from_peak
formal:2026-08-24:000690.SZ:selected,formal:2026-08-24:2026-08-25,2026-08-24,2026-08-25,2026-08-25T09:05:00+08:00,daily-research-trace-v4,1,000690.SZ,宝新能源,independent_price_anomaly,在5日弱市场中连续跑赢市场和电力行业，形成日成交明显放大且价量推进效率高，20日涨幅仍低，短期路径相对完整。,形成日单日上涨4.82%、成交放大至2.27倍，若次日没有承接，可能只是一次短促脉冲；一季度业绩增速也不高。,相较永新股份，宝新能源5日相对市场和行业的优势更大，成交放大更明显，价量推进效率0.94也高于永新股份的0.67。,forward-selection-log,True,在5日弱市场中连续跑赢市场和电力行业，形成日成交明显放大且价量推进效率高，20日涨幅仍低，短期路径相对完整。,形成日单日上涨4.82%、成交放大至2.27倍，若次日没有承接，可能只是一次短促脉冲；一季度业绩增速也不高。,相较永新股份，宝新能源5日相对市场和行业的优势更大，成交放大更明显，价量推进效率0.94也高于永新股份的0.67。,,,,,,,selection,2026-08-31,5,available,-0.00809716599190291,-0.002024291497975894,0.00809716599190291,-0.022267206477732948,-0.006085192697768638
formal:2026-08-24:601998.SH:selected,formal:2026-08-24:2026-08-25,2026-08-24,2026-08-25,2026-08-25T09:05:00+08:00,daily-research-trace-v4,2,601998.SH,中信银行,sector_diffusion,股份制银行9只成分股3日和5日全部上涨、成交份额增加，中信银行是组内最强成员，个股相对强度和成交均已确认。,5日和20日均已上涨约11%，价格位于60日区间高点，并出现趋势过热提示，若银行轮动结束会快速失去优势。,相较渝农商行，股份制银行板块5日相对市场收益和成交份额增加更明显，中信银行5日相对行业强度和成交放大也更高。,forward-selection-log,True,股份制银行9只成分股3日和5日全部上涨、成交份额增加，中信银行是组内最强成员，个股相对强度和成交均已确认。,5日和20日均已上涨约11%，价格位于60日区间高点，并出现趋势过热提示，若银行轮动结束会快速失去优势。,相较渝农商行，股份制银行板块5日相对市场收益和成交份额增加更明显，中信银行5日相对行业强度和成交放大也更高。,,,,,,,selection,2026-08-31,5,available,0.03146853146853146,0.03146853146853146,0.04312354312354305,-0.01631701631701632,0.0
formal:2026-08-25:002366.SZ:selected,formal:2026-08-25:2026-08-26,2026-08-25,2026-08-26,2026-08-26T09:05:00+08:00,daily-research-trace-v4,1,002366.SZ,融发核电,company_catalyst,盘前首次披露主营核电装备直接相关的2.0052亿元中标通知；只在原行动窗口首个正常可交易时段出现健康成交和相对强度时成立，正式合同未签署。,中标通知并非正式合同，半年业绩预告仍亏损，执行及利润贡献不确定。,相较艾可蓝，融发核电的公告与既有核电装备主营直接相连；艾可蓝的计算服务合同金额虽大，但与现有尾气后处理主营联系间接。,forward-selection-log,True,盘前首次披露主营核电装备直接相关的2.0052亿元中标通知；只在原行动窗口首个正常可交易时段出现健康成交和相对强度时成立，正式合同未签署。,中标通知并非正式合同，半年业绩预告仍亏损，执行及利润贡献不确定。,相较艾可蓝，融发核电的公告与既有核电装备主营直接相连；艾可蓝的计算服务合同金额虽大，但与现有尾气后处理主营联系间接。,,,,,,,selection,2026-08-31,4,available,-0.019230769230769273,0.008012820512820484,0.033653846153846256,-0.04166666666666652,-0.027027027027027084
formal:2026-08-25:002274.SZ:selected,formal:2026-08-25:2026-08-26,2026-08-25,2026-08-26,2026-08-26T09:05:00+08:00,daily-research-trace-v4,2,002274.SZ,华昌化工,independent_price_anomaly,截至形成日的多日相对强度、3.53倍成交放大和有效突破共同确认独立需求，且半年利润与现金流改善提供锚；半年报仅作确认，不重复当催化。,财务增量已在7月预告中披露，价格处于近期高位，后续若成交衰减则独立需求判断会弱化。,相较同飞股份，华昌化工的确认分布在多个交易日、距20%路径约7.50个ATR；同飞股份主要依赖形成日单日脉冲且余量约2.76个ATR。,forward-selection-log,True,截至形成日的多日相对强度、3.53倍成交放大和有效突破共同确认独立需求，且半年利润与现金流改善提供锚；半年报仅作确认，不重复当催化。,财务增量已在7月预告中披露，价格处于近期高位，后续若成交衰减则独立需求判断会弱化。,相较同飞股份，华昌化工的确认分布在多个交易日、距20%路径约7.50个ATR；同飞股份主要依赖形成日单日脉冲且余量约2.76个ATR。,,,,,,,selection,2026-08-31,4,no_reliable_entry_price,,,,,
formal:2026-08-25:603408.SH:selected,formal:2026-08-25:2026-08-26,2026-08-25,2026-08-26,2026-08-26T09:05:00+08:00,daily-research-trace-v4,3,603408.SH,建霖家居,independent_price_anomaly,形成日前5日路径效率高、成交放大、同时跑赢市场和行业并完成无涨停贡献的有效突破。,一季度利润同比下降23.56%且经营现金流走弱，价格趋势尚缺利润兑现。,相较同飞股份，建霖家居的5日路径更连续、效率更高且没有单日13%以上脉冲主导，剩余波动率路径也更充足。,forward-selection-log,True,形成日前5日路径效率高、成交放大、同时跑赢市场和行业并完成无涨停贡献的有效突破。,一季度利润同比下降23.56%且经营现金流走弱，价格趋势尚缺利润兑现。,相较同飞股份，建霖家居的5日路径更连续、效率更高且没有单日13%以上脉冲主导，剩余波动率路径也更充足。,,,,,,,selection,2026-08-31,4,available,0.03415061295971977,0.03415061295971977,0.0507880910683014,-0.014010507880910628,0.0
formal:2026-08-25:300473.SZ:selected,formal:2026-08-25:2026-08-26,2026-08-25,2026-08-26,2026-08-26T09:05:00+08:00,daily-research-trace-v4,4,300473.SZ,德尔股份,independent_price_anomaly,3日和5日相对市场、相对行业强度与约2.95倍成交放大共同成立，且一季度利润和经营现金流改善，价格仍远离长期前高。,涨幅集中在最近3日，若汽车零部件同行不跟随，独立强度可能快速衰减。,相较飞龙股份，德尔股份不依赖涨停贡献、距20%路径更远，且一季度利润改善；飞龙股份半年利润同比下降且5日涨幅约46.1%来自涨停日。,forward-selection-log,True,3日和5日相对市场、相对行业强度与约2.95倍成交放大共同成立，且一季度利润和经营现金流改善，价格仍远离长期前高。,涨幅集中在最近3日，若汽车零部件同行不跟随，独立强度可能快速衰减。,相较飞龙股份，德尔股份不依赖涨停贡献、距20%路径更远，且一季度利润改善；飞龙股份半年利润同比下降且5日涨幅约46.1%来自涨停日。,,,,,,,selection,2026-08-31,4,available,0.12140833670578721,0.12140833670578721,0.18292189397005254,-0.022258195062727637,0.0
formal:2026-08-26:300107.SZ:selected,formal:2026-08-26:2026-08-27,2026-08-26,2026-08-27,2026-08-27T09:05:00+08:00,daily-research-trace-v4,1,300107.SZ,建新股份,independent_price_anomaly,多日跑赢市场、3.32倍成交放大和无涨停贡献的有效突破共同确认独立需求；原行动窗口只在正常双向成交且放量仍能推动收盘时成立。,净利润高增可能含低基数，股价已到60日区间高点，放量不进会很快削弱路径。,相比最近替代股，建新股份的3日和5日增量更连续、形成日完成真实突破，且经营现金流和负债约束更稳。,forward-selection-log,True,多日跑赢市场、3.32倍成交放大和无涨停贡献的有效突破共同确认独立需求；原行动窗口只在正常双向成交且放量仍能推动收盘时成立。,净利润高增可能含低基数，股价已到60日区间高点，放量不进会很快削弱路径。,相比最近替代股，建新股份的3日和5日增量更连续、形成日完成真实突破，且经营现金流和负债约束更稳。,,,,,,,selection,2026-08-31,3,available,0.025000000000000133,0.025000000000000133,0.0352941176470587,-0.014705882352941235,0.0
formal:2026-08-26:301289.SZ:selected,formal:2026-08-26:2026-08-27,2026-08-26,2026-08-27,2026-08-27T09:05:00+08:00,daily-research-trace-v4,2,301289.SZ,国缆检测,independent_price_anomaly,3日和5日持续跑赢市场，5.16倍成交仍形成高效率收盘，且半年收入利润现金流均为正；原行动窗口需看到成交正常化后相对强势不消失。,形成日单日上涨6.45%且成交放大很快，若高成交随后不再推动收盘，可能只是短促需求。,相比最近替代股，国缆检测的成交确认更强、经营现金流与负债更稳，20日路径也没有明显透支。,forward-selection-log,True,3日和5日持续跑赢市场，5.16倍成交仍形成高效率收盘，且半年收入利润现金流均为正；原行动窗口需看到成交正常化后相对强势不消失。,形成日单日上涨6.45%且成交放大很快，若高成交随后不再推动收盘，可能只是短促需求。,相比最近替代股，国缆检测的成交确认更强、经营现金流与负债更稳，20日路径也没有明显透支。,,,,,,,selection,2026-08-31,3,available,-0.024310831343607564,0.012589537660082417,0.012589537660082417,-0.03820273496852611,-0.03644158628081451
formal:2026-08-26:300082.SZ:selected,formal:2026-08-26:2026-08-27,2026-08-26,2026-08-27,2026-08-27T09:05:00+08:00,daily-research-trace-v4,3,300082.SZ,奥克股份,independent_price_anomaly,3日和5日相对市场强势、4.34倍成交和接近1的价量效率共同确认需求，且不依赖涨停；原行动窗口要求快速上涨后仍有正常承接。,半年经营现金流仍为负且利润增速含低基数，5日已上涨18.40%，放量停滞会迅速收窄空间。,相比最近替代股，奥克股份的多日价格增量、成交推进和无涨停路径更完整，虽现金流风险更高但确认强度也明显更强。,forward-selection-log,True,3日和5日相对市场强势、4.34倍成交和接近1的价量效率共同确认需求，且不依赖涨停；原行动窗口要求快速上涨后仍有正常承接。,半年经营现金流仍为负且利润增速含低基数，5日已上涨18.40%，放量停滞会迅速收窄空间。,相比最近替代股，奥克股份的多日价格增量、成交推进和无涨停路径更完整，虽现金流风险更高但确认强度也明显更强。,,,,,,,selection,2026-08-31,3,available,-0.030681818181818366,-0.017045454545454586,0.004545454545454408,-0.03749999999999998,-0.0138728323699423
formal:2026-08-26:603993.SH:selected,formal:2026-08-26:2026-08-27,2026-08-26,2026-08-27,2026-08-27T09:05:00+08:00,daily-research-trace-v4,4,603993.SH,洛阳钼业,independent_price_anomaly,3日和5日持续跑赢市场，成交增加仍能推动收盘，20日累计涨幅仅2.67%，半年收入利润增长提供经营锚；原行动窗口需避免单日高开透支。,形成日单日上涨6.35%，确认开始向单日集中，商品价格变化和约52%的负债率会放大波动。,相比最近替代股，洛阳钼业的20日累计涨幅更低、半年经营锚更扎实，虽然短期确认不如前三只强，但剩余路径更完整。,forward-selection-log,True,3日和5日持续跑赢市场，成交增加仍能推动收盘，20日累计涨幅仅2.67%，半年收入利润增长提供经营锚；原行动窗口需避免单日高开透支。,形成日单日上涨6.35%，确认开始向单日集中，商品价格变化和约52%的负债率会放大波动。,相比最近替代股，洛阳钼业的20日累计涨幅更低、半年经营锚更扎实，虽然短期确认不如前三只强，但剩余路径更完整。,,,,,,,selection,2026-08-31,3,available,-0.008840353614144703,0.01456058242329683,0.026001040041601753,-0.040561622464898694,-0.023065094823167653
formal:2026-08-27:003816.SZ:selected,formal:2026-08-27:2026-08-28,2026-08-27,2026-08-28,2026-08-28T09:05:00+08:00,daily-research-trace-v4,1,003816.SZ,中国广核,independent_price_anomaly,20日几乎未上涨的基础上，3日和5日持续跑赢市场，1.65倍成交仍形成高效率收盘；原行动条件要求正常双向成交且相对强势不消失。,一季度收入和归母净利润同比下降，价格需求尚无经营增量配合。,相比金岭矿业，中国广核没有处于60日突破高点，20日累计涨幅更低、波动路径更宽。,forward-selection-log,True,20日几乎未上涨的基础上，3日和5日持续跑赢市场，1.65倍成交仍形成高效率收盘；原行动条件要求正常双向成交且相对强势不消失。,一季度收入和归母净利润同比下降，价格需求尚无经营增量配合。,相比金岭矿业，中国广核没有处于60日突破高点，20日累计涨幅更低、波动路径更宽。,,,,,,,selection,2026-08-31,2,available,0.023980815347721673,0.023980815347721673,0.031175059952038175,-0.0023980815347722784,0.0
formal:2026-08-27:000655.SZ:selected,formal:2026-08-27:2026-08-28,2026-08-27,2026-08-28,2026-08-28T09:05:00+08:00,daily-research-trace-v4,2,000655.SZ,金岭矿业,independent_price_anomaly,无涨停依赖的60日突破、连续相对强势、1.61倍成交和价量效率1同时成立；原行动条件要求突破后放量仍能推进收盘。,一季度归母净利润同比下降28.46%，且突破处于60日价格高点。,相比中国广核，金岭矿业完成了更明确的价格突破且2025年利润增长，但高位风险更高。,forward-selection-log,True,无涨停依赖的60日突破、连续相对强势、1.61倍成交和价量效率1同时成立；原行动条件要求突破后放量仍能推进收盘。,一季度归母净利润同比下降28.46%，且突破处于60日价格高点。,相比中国广核，金岭矿业完成了更明确的价格突破且2025年利润增长，但高位风险更高。,,,,,,,selection,2026-08-31,2,available,-0.006784260515603657,0.024423337856173788,0.02578018995929443,-0.01899592944369044,-0.030463576158940353
formal:2026-08-27:000801.SZ:selected,formal:2026-08-27:2026-08-28,2026-08-27,2026-08-28,2026-08-28T09:05:00+08:00,daily-research-trace-v4,3,000801.SZ,四川九洲,sector_diffusion,黑色家电行业满足V4广泛扩散全部条件，个股5日行业分位约0.875并有价量确认；原行动条件要求行业广度与个股相对强势同时维持。,行业仅9只成员且前三只贡献72.09%，公司一季度收入增长但利润下降32.20%。,相比盾安环境，四川九洲所在行业的3日、5日超额、广度和个股连续推进更强。,forward-selection-log,True,黑色家电行业满足V4广泛扩散全部条件，个股5日行业分位约0.875并有价量确认；原行动条件要求行业广度与个股相对强势同时维持。,行业仅9只成员且前三只贡献72.09%，公司一季度收入增长但利润下降32.20%。,相比盾安环境，四川九洲所在行业的3日、5日超额、广度和个股连续推进更强。,,,,,,,selection,2026-08-31,2,available,0.05630252100840338,0.05630252100840338,0.06386554621848717,-0.015966386554621903,0.0
formal:2026-08-27:000513.SZ:selected,formal:2026-08-27:2026-08-28,2026-08-27,2026-08-28,2026-08-28T09:05:00+08:00,daily-research-trace-v4,4,000513.SZ,丽珠集团,company_catalyst,国产首个IL-17A/F双靶点创新生物制剂正式获批上市；原行动条件仅在首日正常可成交、未高开透支且成交能推动有效收盘时成立。,公告前5日下跌14.15%、显著跑输市场，商业化销售和竞争结果尚未知。,相比威海广泰，丽珠集团事件的监管里程碑和潜在产品市场更具独立性，但前置价格更弱。,forward-selection-log,True,国产首个IL-17A/F双靶点创新生物制剂正式获批上市；原行动条件仅在首日正常可成交、未高开透支且成交能推动有效收盘时成立。,公告前5日下跌14.15%、显著跑输市场，商业化销售和竞争结果尚未知。,相比威海广泰，丽珠集团事件的监管里程碑和潜在产品市场更具独立性，但前置价格更弱。,,,,,,,selection,2026-08-31,2,available,-0.011601796407185505,0.0014970059880239361,0.008607784431137633,-0.016841317365269393,-0.013079222720478234
formal:2026-08-27:301085.SZ:selected,formal:2026-08-27:2026-08-28,2026-08-27,2026-08-28,2026-08-28T09:05:00+08:00,daily-research-trace-v4,5,301085.SZ,亚康股份,company_catalyst,五年9.2544亿元算力服务合同约为2025年收入69%，并采用月度预付；原行动条件仅在首日未高开耗尽路径且成交收盘共同确认时成立。,客户匿名、履约期长、交付验收存在不确定性，公司2025年仍亏损且公告前成交偏低。,相比粤万年青，亚康股份合同与既有IT运维主营更直接、结算约束更清晰，且没有公告前20日上涨36.88%的透支。,forward-selection-log,True,五年9.2544亿元算力服务合同约为2025年收入69%，并采用月度预付；原行动条件仅在首日未高开耗尽路径且成交收盘共同确认时成立。,客户匿名、履约期长、交付验收存在不确定性，公司2025年仍亏损且公告前成交偏低。,相比粤万年青，亚康股份合同与既有IT运维主营更直接、结算约束更清晰，且没有公告前20日上涨36.88%的透支。,,,,,,,selection,2026-08-31,2,available,-0.01972418216805638,-0.01972418216805638,0.015073765234124403,-0.07665169980756892,0.0
formal:2026-08-28:002430.SZ:selected,formal:2026-08-28:2026-08-31,2026-08-28,2026-08-31,2026-08-31T09:09:39+08:00,daily-research-trace-v4,1,002430.SZ,杭氧股份,independent_price_anomaly,多日显著跑赢市场和行业，3.21倍成交仍形成高效收盘，半年收入和利润增长提供直接经营锚；原行动条件是正常双向成交且相对强势不消失。,近5日已上涨12.64%，成交放大后可能迅速降温，且经营现金流同比小幅下降。,相比伯特利，杭氧的强势更多来自多日连续路径，且有更强的当期经营增长锚，不是主要依赖8月28日单日大涨。,forward-selection-log,True,多日显著跑赢市场和行业，3.21倍成交仍形成高效收盘，半年收入和利润增长提供直接经营锚；原行动条件是正常双向成交且相对强势不消失。,近5日已上涨12.64%，成交放大后可能迅速降温，且经营现金流同比小幅下降。,相比伯特利，杭氧的强势更多来自多日连续路径，且有更强的当期经营增长锚，不是主要依赖8月28日单日大涨。,,,,,,,selection,2026-08-31,1,available,0.036589966050546874,0.036589966050546874,0.03923047906450372,-0.009430403621275119,0.0
formal:2026-08-28:300910.SZ:selected,formal:2026-08-28:2026-08-31,2026-08-28,2026-08-31,2026-08-31T09:09:39+08:00,daily-research-trace-v4,2,300910.SZ,瑞丰新材,sector_diffusion,化学制品组广泛扩散、成交占比上升且贡献分散，个股位于行业领先分位并有完整价量确认；原行动条件是行业覆盖不快速收缩且个股不失去有效收盘。,个股5日已上涨14.35%，一季度归母净利润同比下降28.22%。,相比同为行业扩散候选的三峡新材，瑞丰新材所在组样本更大、贡献更分散，公司也没有当期大幅亏损的强反证。,forward-selection-log,True,化学制品组广泛扩散、成交占比上升且贡献分散，个股位于行业领先分位并有完整价量确认；原行动条件是行业覆盖不快速收缩且个股不失去有效收盘。,个股5日已上涨14.35%，一季度归母净利润同比下降28.22%。,相比同为行业扩散候选的三峡新材，瑞丰新材所在组样本更大、贡献更分散，公司也没有当期大幅亏损的强反证。,,,,,,,selection,2026-08-31,1,available,0.012824956672443433,0.012824956672443433,0.018370883882149025,-0.01906412478336228,0.0
formal:2026-08-28:600150.SH:selected,formal:2026-08-28:2026-08-31,2026-08-28,2026-08-31,2026-08-31T09:09:39+08:00,daily-research-trace-v4,3,600150.SH,中国船舶,company_catalyst,已签署生效的12艘大型LNG双燃料集装箱船合同总价26.88亿美元，与主营直接相关；原行动条件是首个可观察交易日正常成交、不高开透支，并以相对市场和行业强势形成有效收盘。,合同交付在2028至2030年，公司明确称对当期利润无重大影响；事件后价格尚不可观察。,相比吉峰科技只收到中标通知且业务连接偏间接，中国船舶的合同已生效、金额明确并与主营直接，但仍只能条件性入选。,forward-selection-log,True,已签署生效的12艘大型LNG双燃料集装箱船合同总价26.88亿美元，与主营直接相关；原行动条件是首个可观察交易日正常成交、不高开透支，并以相对市场和行业强势形成有效收盘。,合同交付在2028至2030年，公司明确称对当期利润无重大影响；事件后价格尚不可观察。,相比吉峰科技只收到中标通知且业务连接偏间接，中国船舶的合同已生效、金额明确并与主营直接，但仍只能条件性入选。,,,,,,,selection,2026-08-31,1,available,-0.020689655172413723,-0.020689655172413723,0.0002873563218392938,-0.03390804597701147,0.0
formal:2026-08-28:000928.SZ:selected,formal:2026-08-28:2026-08-31,2026-08-28,2026-08-31,2026-08-31T09:09:39+08:00,daily-research-trace-v4,4,000928.SZ,中钢国际,independent_price_anomaly,5日上涨7.49%且同时跑赢市场和行业，2.24倍成交配合0.938的价量效率，60日仍处中低位；原行动条件是正常双向成交、不以高开耗尽剩余路径，并继续跑赢行业。,上半年收入和归母净利润同比分别下降1.06%和6.18%，价格启动尚缺少利润增量。,相比伯特利，中钢国际单日跳升占比更低、60日位置更低且目标波动距离更远，但公司经营反证也更强，因此仅列第4。,forward-selection-log,True,5日上涨7.49%且同时跑赢市场和行业，2.24倍成交配合0.938的价量效率，60日仍处中低位；原行动条件是正常双向成交、不以高开耗尽剩余路径，并继续跑赢行业。,上半年收入和归母净利润同比分别下降1.06%和6.18%，价格启动尚缺少利润增量。,相比伯特利，中钢国际单日跳升占比更低、60日位置更低且目标波动距离更远，但公司经营反证也更强，因此仅列第4。,,,,,,,selection,2026-08-31,1,available,0.026168224299065512,0.026168224299065512,0.0317757009345796,-0.009345794392523255,0.0
